transaction_id,account_id,customer_id,timestamp_utc,direction,amount,currency,counterparty_id,counterparty_country,rail,status,device_id
T002039,A0063,C0063,2025-10-28T02:00:00+00:00,outbound,2111.2,USD,CP0066,US,card,settled,D0027
T001607,A0048,C0048,2025-10-28T02:00:00+00:00,outbound,3248.85,USD,CP0007,BR,card,pending,D0027
T003446,A0109,C0109,2025-10-28T03:00:00+00:00,inbound,2243.91,USD,CP0020,CA,card,settled,D0008
T002282,A0071,C0071,2025-10-28T08:00:00+00:00,inbound,2055.55,USD,CP0111,BR,card,settled,D0032
T000137,A0004,C0004,2025-10-28T09:00:00+00:00,outbound,140.99,USD,CP0046,GB,p2p,settled,D0008
T003645,A0115,C0115,2025-10-28T09:00:00+00:00,outbound,1863.43,GBP,CP0088,CA,p2p,settled,D0014
T003544,A0112,C0112,2025-10-28T10:00:00+00:00,inbound,2443.53,USD,CP0118,US,wire,settled,D0012
T001116,A0034,C0034,2025-10-28T11:00:00+00:00,inbound,896.69,USD,CP0128,CA,ach,settled,D0027
T000268,A0007,C0007,2025-10-28T11:00:00+00:00,inbound,741.49,USD,CP0008,US,p2p,settled,D0033
T002294,A0072,C0072,2025-10-28T12:00:00+00:00,inbound,771.95,USD,CP0116,GB,card,refund,D0004
T000120,A0003,C0003,2025-10-28T13:00:00+00:00,outbound,3737.52,USD,CP0062,PA,p2p,refund,D0032
T000526,A0015,C0015,2025-10-28T13:00:00+00:00,inbound,1608.06,USD,CP0091,US,card,settled,D0027
T002903,A0092,C0092,2025-10-28T14:00:00+00:00,outbound,2666.3,USD,CP0094,US,card,failed,D0039
T002616,A0083,C0083,2025-10-28T14:00:00+00:00,inbound,2127.14,USD,CP0081,CA,ach,settled,D0011
T003235,A0103,C0103,2025-10-28T20:00:00+00:00,inbound,611.75,USD,CP0146,MX,p2p,pending,D0019
T001530,A0045,C0045,2025-10-28T21:00:00+00:00,outbound,10396.49,USD,CP0065,BR,card,settled,D0051
T000599,A0018,C0018,2025-10-28T22:00:00+00:00,inbound,1138.16,CAD,CP0100,US,ach,settled,D0014
T000365,A0011,C0011,2025-10-28T22:00:00+00:00,inbound,1055.4,USD,CP0080,CA,card,settled,D0028
T001119,A0034,C0034,2025-10-28T23:00:00+00:00,inbound,1280.76,USD,CP0052,US,card,settled,D0004
T003454,A0110,C0110,2025-10-28T23:00:00+00:00,outbound,781.94,CAD,CP0087,BR,p2p,settled,D0052
T003272,A0104,C0104,2025-10-29T00:00:00+00:00,inbound,900.4,USD,CP0043,US,card,settled,D0024
T001851,A0056,C0056,2025-10-29T00:00:00+00:00,inbound,1449.63,CAD,CP0034,US,ach,settled,D0040
T003402,A0108,C0108,2025-10-29T01:00:00+00:00,outbound,9811.45,GBP,CP0023,BR,ach,settled,D0046
T003422,A0109,C0109,2025-10-29T02:00:00+00:00,inbound,1175.68,USD,CP0090,US,card,settled,D0001
T002146,A0065,C0065,2025-10-29T04:00:00+00:00,outbound,700.18,USD,CP0149,MX,card,settled,D0028
T003386,A0108,C0108,2025-10-29T05:00:00+00:00,inbound,2325.51,USD,CP0063,MX,ach,settled,D0023
T003271,A0104,C0104,2025-10-29T08:00:00+00:00,outbound,1421.59,USD,CP0148,MX,ach,settled,D0025
T003074,A0097,C0097,2025-10-29T09:00:00+00:00,inbound,2052.7,USD,CP0062,MX,payout,settled,D0025
T000392,A0011,C0011,2025-10-29T09:00:00+00:00,inbound,591.36,USD,CP0068,US,p2p,settled,D0022
T001388,A0041,C0041,2025-10-29T12:00:00+00:00,outbound,9930.86,USD,CP0058,GB,card,settled,D0008
T002679,A0085,C0085,2025-10-29T14:00:00+00:00,inbound,929.84,USD,CP0025,US,ach,settled,D0015
T002665,A0085,C0085,2025-10-29T17:00:00+00:00,inbound,1527.68,USD,CP0123,MX,card,settled,D0041
T002538,A0079,C0079,2025-10-29T18:00:00+00:00,inbound,1822.51,USD,CP0072,PA,ach,settled,D0028
T001559,A0046,C0046,2025-10-29T19:00:00+00:00,outbound,959.34,USD,CP0076,US,payout,settled,D0053
T000036,A0001,C0001,2025-10-29T20:00:00+00:00,inbound,769.12,USD,CP0085,US,payout,settled,D0043
T002530,A0079,C0079,2025-10-29T21:00:00+00:00,inbound,3271.84,CAD,CP0133,US,p2p,settled,D0009
T000574,A0017,C0017,2025-10-29T21:00:00+00:00,outbound,429.05,USD,CP0023,CA,p2p,settled,D0035
T001330,A0040,C0040,2025-10-29T22:00:00+00:00,inbound,1246.84,USD,CP0102,US,card,settled,D0010
T002696,A0086,C0086,2025-10-30T00:00:00+00:00,outbound,1207.38,CAD,CP0101,US,p2p,settled,D0009
T002207,A0068,C0068,2025-10-30T00:00:00+00:00,outbound,1080.03,GBP,CP0144,CA,card,settled,D0030
T002559,A0080,C0080,2025-10-30T00:00:00+00:00,outbound,1223.38,USD,CP0045,US,card,settled,D0025
T000223,A0005,C0005,2025-10-30T01:00:00+00:00,inbound,7906.34,USD,CP0029,US,wire,reversed,D0007
T000785,A0023,C0023,2025-10-30T03:00:00+00:00,inbound,1489.56,GBP,CP0035,CA,p2p,settled,D0054
T001829,A0055,C0055,2025-10-30T03:00:00+00:00,outbound,1547.46,USD,CP0019,CA,card,settled,D0035
T002626,A0083,C0083,2025-10-30T05:00:00+00:00,inbound,1120.98,USD,CP0083,PA,payout,pending,D0018
T002639,A0084,C0084,2025-10-30T05:00:00+00:00,inbound,1161.22,USD,CP0130,US,card,settled,D0020
T000837,A0025,C0025,2025-10-30T05:00:00+00:00,inbound,1634.01,USD,CP0082,US,ach,settled,D0031
T000555,A0016,C0016,2025-10-30T10:00:00+00:00,inbound,1220.32,USD,CP0113,GB,wire,settled,D0009
T002762,A0089,C0089,2025-10-30T10:00:00+00:00,outbound,2265.88,USD,CP0008,US,ach,refund,D0008
T000670,A0019,C0019,2025-10-30T11:00:00+00:00,outbound,753.83,USD,CP0041,MX,payout,settled,D0022
T001249,A0037,C0037,2025-10-30T12:00:00+00:00,inbound,569.03,USD,CP-HIGH-RISK-HUB,BR,wire,settled,D0039
T002778,A0089,C0089,2025-10-30T13:00:00+00:00,outbound,880.75,USD,CP0105,US,ach,settled,D0023
T000226,A0006,C0006,2025-10-30T14:00:00+00:00,inbound,507.86,USD,CP0121,US,card,settled,D0007
T001717,A0052,C0052,2025-10-30T15:00:00+00:00,inbound,770.01,USD,CP0047,US,card,settled,D0012
T002655,A0084,C0084,2025-10-30T16:00:00+00:00,inbound,1180.24,USD,CP0029,GB,payout,settled,D0003
T003013,A0095,C0095,2025-10-30T17:00:00+00:00,outbound,1120.09,GBP,CP0068,MX,payout,settled,D0010
T003168,A0101,C0101,2025-10-30T17:00:00+00:00,inbound,436.81,USD,CP0086,US,card,settled,D0016
T001697,A0051,C0051,2025-10-30T18:00:00+00:00,inbound,1549.72,GBP,CP0060,US,card,failed,D0021
T001406,A0042,C0042,2025-10-30T18:00:00+00:00,inbound,643.02,USD,CP0030,US,ach,settled,D0038
T000032,A0001,C0001,2025-10-30T18:00:00+00:00,inbound,660.31,USD,CP0093,CA,card,settled,D0032
T001834,A0056,C0056,2025-10-30T23:00:00+00:00,inbound,1088.13,USD,CP0105,US,p2p,settled,D0012
T000685,A0020,C0020,2025-10-30T23:00:00+00:00,inbound,2772.71,USD,CP0022,US,p2p,settled,D0015
T002430,A0075,C0075,2025-10-31T00:00:00+00:00,inbound,834.1,USD,CP0036,BR,card,settled,D0035
T003367,A0108,C0108,2025-10-31T01:00:00+00:00,inbound,676.13,USD,CP0039,CA,ach,settled,D0053
T002041,A0063,C0063,2025-10-31T05:00:00+00:00,inbound,2323.93,USD,CP0093,BR,ach,settled,D0052
T003161,A0100,C0100,2025-10-31T06:00:00+00:00,outbound,1449.21,USD,CP0118,BR,ach,settled,D0011
T001431,A0042,C0042,2025-10-31T07:00:00+00:00,outbound,1444.14,USD,CP0077,GB,payout,settled,D0013
T000442,A0013,C0013,2025-10-31T08:00:00+00:00,inbound,243.87,GBP,CP0140,CA,p2p,settled,D0022
T000656,A0019,C0019,2025-10-31T09:00:00+00:00,outbound,9058.74,USD,CP0057,PA,ach,settled,D0005
T000787,A0023,C0023,2025-10-31T11:00:00+00:00,inbound,1334.42,USD,CP0059,US,p2p,pending,D0004
T001853,A0056,C0056,2025-10-31T12:00:00+00:00,outbound,1314.26,CAD,CP0055,US,p2p,failed,D0022
T001475,A0044,C0044,2025-10-31T14:00:00+00:00,outbound,153.62,USD,CP0098,GB,payout,refund,D0042
T000541,A0016,C0016,2025-10-31T15:00:00+00:00,inbound,4183.21,USD,CP0108,BR,p2p,reversed,D0004
T002698,A0086,C0086,2025-10-31T15:00:00+00:00,inbound,155.4,USD,CP0018,MX,p2p,settled,D0028
T000452,A0013,C0013,2025-10-31T15:00:00+00:00,inbound,450.53,GBP,CP0003,US,card,settled,D0047
T002867,A0091,C0091,2025-10-31T16:00:00+00:00,outbound,1549.38,USD,CP0002,BR,card,pending,D0002
T002029,A0063,C0063,2025-10-31T18:00:00+00:00,outbound,564.79,CAD,CP0147,CA,p2p,settled,D0011
T001240,A0037,C0037,2025-10-31T18:00:00+00:00,outbound,1174.45,USD,CP0032,BR,card,settled,D0025
T000017,A0001,C0001,2025-10-31T19:00:00+00:00,outbound,924.32,USD,CP0071,US,ach,settled,D0017
T001539,A0046,C0046,2025-10-31T22:00:00+00:00,outbound,1333.37,CAD,CP0135,US,wire,settled,D0033
T002130,A0065,C0065,2025-11-01T00:00:00+00:00,inbound,2186.89,CAD,CP0141,BR,p2p,settled,D0029
T002305,A0072,C0072,2025-11-01T02:00:00+00:00,inbound,385.95,USD,CP0033,PA,p2p,settled,D0044
T003690,A0116,C0116,2025-11-01T03:00:00+00:00,inbound,1399.26,USD,CP0118,US,p2p,settled,D0007
T002808,A0090,C0090,2025-11-01T03:00:00+00:00,outbound,156.63,USD,CP-HIGH-RISK-HUB,US,card,chargeback,D0037
T000582,A0017,C0017,2025-11-01T03:00:00+00:00,outbound,1044.7,USD,CP0020,US,wire,settled,D0011
T003244,A0103,C0103,2025-11-01T04:00:00+00:00,outbound,2065.94,USD,CP0080,US,ach,settled,D0042
T003242,A0103,C0103,2025-11-01T05:00:00+00:00,outbound,890.68,GBP,CP0033,US,card,settled,D0052
T000321,A0009,C0009,2025-11-01T10:00:00+00:00,outbound,1289.08,USD,CP0085,US,card,settled,D0049
T002792,A0090,C0090,2025-11-01T10:00:00+00:00,inbound,1488.64,CAD,CP0137,GB,ach,settled,D0035
T000700,A0020,C0020,2025-11-01T13:00:00+00:00,inbound,847.87,GBP,CP0089,US,card,settled,D0049
T001648,A0049,C0049,2025-11-01T14:00:00+00:00,inbound,1553.34,USD,CP0046,US,payout,settled,D0032
T001811,A0055,C0055,2025-11-01T18:00:00+00:00,outbound,1894.12,CAD,CP0088,US,wire,settled,D0006
T000057,A0001,C0001,2025-11-01T18:00:00+00:00,outbound,7979.71,USD,CP0021,US,card,refund,D0031
T002390,A0074,C0074,2025-11-01T22:00:00+00:00,outbound,1072.77,USD,CP0097,US,ach,settled,D0047
T000550,A0016,C0016,2025-11-01T23:00:00+00:00,inbound,5816.64,USD,CP0064,GB,card,settled,D0004
T001849,A0056,C0056,2025-11-01T23:00:00+00:00,inbound,1936.64,CAD,CP0034,GB,p2p,settled,D0021
T000865,A0026,C0026,2025-11-01T23:00:00+00:00,inbound,1032.76,USD,CP0108,GB,card,settled,D0021
T000980,A0029,C0029,2025-11-02T01:00:00+00:00,inbound,221.31,USD,CP0076,PA,card,settled,D0030
T003794,A0120,C0120,2025-11-02T05:00:00+00:00,outbound,1171.18,USD,CP0072,BR,card,settled,D0020
T001170,A0035,C0035,2025-11-02T06:00:00+00:00,inbound,2166.04,CAD,CP0144,BR,p2p,settled,D0048
T003180,A0101,C0101,2025-11-02T07:00:00+00:00,outbound,259.6,USD,CP0149,US,p2p,failed,D0026
T002789,A0090,C0090,2025-11-02T08:00:00+00:00,outbound,2908.84,USD,CP0069,MX,p2p,failed,D0028
T001293,A0039,C0039,2025-11-02T10:00:00+00:00,inbound,659.2,USD,CP0119,GB,payout,settled,D0012
T000110,A0003,C0003,2025-11-02T12:00:00+00:00,inbound,446.36,USD,CP0053,US,ach,pending,D0004
T002443,A0076,C0076,2025-11-02T17:00:00+00:00,outbound,2200.06,CAD,CP0051,US,payout,settled,D0001
T000659,A0019,C0019,2025-11-02T17:00:00+00:00,outbound,1632.27,USD,CP0086,GB,card,settled,D0016
T002953,A0093,C0093,2025-11-02T18:00:00+00:00,outbound,1206.93,USD,CP0002,CA,wire,settled,D0007
T002653,A0084,C0084,2025-11-02T20:00:00+00:00,outbound,626.43,USD,CP0058,US,p2p,settled,D0011
T001785,A0054,C0054,2025-11-02T22:00:00+00:00,outbound,1270.14,USD,CP0071,CA,ach,settled,D0034
T003632,A0114,C0114,2025-11-03T04:00:00+00:00,outbound,213.42,CAD,CP0069,CA,p2p,failed,D0033
T003079,A0098,C0098,2025-11-03T05:00:00+00:00,outbound,1349.08,CAD,CP0134,US,p2p,failed,D0025
T003321,A0106,C0106,2025-11-03T08:00:00+00:00,outbound,36.15,USD,CP0118,US,card,failed,D0035
T000247,A0006,C0006,2025-11-03T08:00:00+00:00,outbound,405.22,USD,CP0056,CA,wire,settled,D0009
T000681,A0020,C0020,2025-11-03T08:00:00+00:00,inbound,451.44,USD,CP0020,GB,payout,settled,D0045
T003524,A0111,C0111,2025-11-03T09:00:00+00:00,outbound,906.54,CAD,CP0078,US,card,failed,D0031
T001064,A0032,C0032,2025-11-03T10:00:00+00:00,outbound,1331.03,USD,CP0109,BR,ach,settled,D0009
T003226,A0102,C0102,2025-11-03T11:00:00+00:00,inbound,2480.32,CAD,CP0039,PA,card,reversed,D0041
T000033,A0001,C0001,2025-11-03T12:00:00+00:00,inbound,163.3,USD,CP0142,PA,card,settled,D0054
T003461,A0110,C0110,2025-11-03T17:00:00+00:00,inbound,921.72,USD,CP0025,US,card,settled,D0052
T000060,A0001,C0001,2025-11-03T17:00:00+00:00,outbound,5376.5,USD,CP0129,PA,ach,settled,D0014
T000272,A0007,C0007,2025-11-03T18:00:00+00:00,inbound,1947.14,CAD,CP0129,US,p2p,settled,D0013
T001107,A0033,C0033,2025-11-03T19:00:00+00:00,outbound,535.03,USD,CP0139,US,p2p,settled,D0023
T002967,A0094,C0094,2025-11-03T22:00:00+00:00,outbound,1788.55,GBP,CP0061,US,card,settled,D0039
T001382,A0041,C0041,2025-11-03T23:00:00+00:00,inbound,2739.37,USD,CP0091,CA,payout,settled,D0054
T001812,A0055,C0055,2025-11-04T00:00:00+00:00,inbound,1573.25,GBP,CP0050,BR,card,settled,D0006
T003708,A0117,C0117,2025-11-04T03:00:00+00:00,outbound,2640.28,USD,CP0018,GB,card,settled,D0027
T003517,A0111,C0111,2025-11-04T03:00:00+00:00,inbound,1424.5,USD,CP0113,CA,card,refund,D0009
T000037,A0001,C0001,2025-11-04T04:00:00+00:00,outbound,1336.77,USD,CP0015,BR,payout,pending,D0020
T002285,A0072,C0072,2025-11-04T11:00:00+00:00,outbound,3026.2,USD,CP0134,GB,ach,failed,D0002
T000472,A0013,C0013,2025-11-04T15:00:00+00:00,inbound,265.49,USD,CP0013,PA,ach,settled,D0045
T000707,A0021,C0021,2025-11-04T16:00:00+00:00,inbound,352.03,USD,CP0115,US,card,settled,D0038
T003120,A0099,C0099,2025-11-04T16:00:00+00:00,outbound,1249.4,CAD,CP0148,BR,p2p,settled,D0049
T002717,A0087,C0087,2025-11-04T20:00:00+00:00,outbound,1175.81,USD,CP0017,US,wire,failed,D0019
T002700,A0086,C0086,2025-11-04T23:00:00+00:00,inbound,574.5,USD,CP0044,BR,ach,settled,D0038
T001696,A0051,C0051,2025-11-05T01:00:00+00:00,outbound,296.59,USD,CP0006,MX,p2p,settled,D0003
T000238,A0006,C0006,2025-11-05T01:00:00+00:00,inbound,579.17,USD,CP0024,US,card,settled,D0038
T002328,A0073,C0073,2025-11-05T01:00:00+00:00,outbound,2965.58,CAD,CP0074,US,card,pending,D0049
T000799,A0023,C0023,2025-11-05T02:00:00+00:00,inbound,1312.53,CAD,CP0101,US,card,failed,D0027
T003259,A0104,C0104,2025-11-05T02:00:00+00:00,outbound,115.68,USD,CP0070,US,card,failed,D0008
T001355,A0041,C0041,2025-11-05T03:00:00+00:00,inbound,1325.25,USD,CP0110,US,p2p,settled,D0049
T002981,A0094,C0094,2025-11-05T11:00:00+00:00,outbound,589.21,USD,CP0093,US,ach,refund,D0012
T002061,A0063,C0063,2025-11-05T16:00:00+00:00,inbound,2391.92,USD,CP0135,CA,p2p,refund,D0030
T001384,A0041,C0041,2025-11-05T16:00:00+00:00,inbound,567.01,USD,CP0074,US,card,settled,D0008
T003090,A0098,C0098,2025-11-05T16:00:00+00:00,outbound,1585.53,USD,CP0107,US,ach,settled,D0006
T002372,A0074,C0074,2025-11-05T17:00:00+00:00,inbound,589.54,USD,CP0116,US,payout,settled,D0029
T003527,A0111,C0111,2025-11-05T17:00:00+00:00,outbound,367.98,CAD,CP0091,CA,card,settled,D0002
T002637,A0083,C0083,2025-11-05T17:00:00+00:00,inbound,2658.96,USD,CP0092,BR,ach,settled,D0003
T003348,A0107,C0107,2025-11-05T20:00:00+00:00,inbound,3730.67,USD,CP0019,US,payout,failed,D0037
T001486,A0044,C0044,2025-11-05T22:00:00+00:00,outbound,2562.09,USD,CP0111,CA,p2p,refund,D0046
T000839,A0025,C0025,2025-11-05T23:00:00+00:00,outbound,772.86,USD,CP0006,MX,p2p,settled,D0024
T002460,A0076,C0076,2025-11-06T01:00:00+00:00,inbound,334.69,USD,CP0146,GB,ach,settled,D0018
T001360,A0041,C0041,2025-11-06T01:00:00+00:00,outbound,1428.49,USD,CP0119,US,ach,settled,D0038
T000474,A0013,C0013,2025-11-06T02:00:00+00:00,outbound,1122.14,USD,CP0083,US,card,settled,D0049
T000457,A0013,C0013,2025-11-06T02:00:00+00:00,inbound,2591.13,USD,CP0072,MX,p2p,failed,D0054
T001748,A0053,C0053,2025-11-06T02:00:00+00:00,inbound,1590.17,GBP,CP0019,CA,card,settled,D0041
T001229,A0037,C0037,2025-11-06T04:00:00+00:00,inbound,2644.97,USD,CP-HIGH-RISK-HUB,US,p2p,settled,D0050
T001871,A0056,C0056,2025-11-06T04:00:00+00:00,outbound,4558.46,USD,CP0102,US,payout,settled,D0053
T001313,A0040,C0040,2025-11-06T05:00:00+00:00,inbound,163.79,USD,CP0061,US,card,settled,D0001
T001496,A0045,C0045,2025-11-06T05:00:00+00:00,outbound,925.0,USD,CP0028,CA,payout,settled,D0028
T000581,A0017,C0017,2025-11-06T06:00:00+00:00,inbound,824.74,USD,CP0044,BR,wire,settled,D0034
T001821,A0055,C0055,2025-11-06T07:00:00+00:00,inbound,1218.65,USD,CP0032,US,ach,settled,D0024
T000330,A0010,C0010,2025-11-06T07:00:00+00:00,outbound,343.5,USD,CP0023,BR,card,settled,D0034
T001727,A0052,C0052,2025-11-06T08:00:00+00:00,outbound,2875.75,CAD,CP0010,CA,payout,settled,D0051
T003184,A0101,C0101,2025-11-06T09:00:00+00:00,outbound,1568.75,USD,CP0132,GB,card,settled,D0037
T000199,A0005,C0005,2025-11-06T10:00:00+00:00,inbound,7379.64,GBP,CP0139,US,wire,refund,D0033
T002798,A0090,C0090,2025-11-06T11:00:00+00:00,outbound,1867.48,USD,CP-HIGH-RISK-HUB,PA,card,settled,D0047
T003292,A0105,C0105,2025-11-06T12:00:00+00:00,inbound,459.37,USD,CP0117,PA,card,settled,D0011
T003236,A0103,C0103,2025-11-06T12:00:00+00:00,inbound,327.71,USD,CP0124,US,ach,refund,D0042
T000735,A0021,C0021,2025-11-06T12:00:00+00:00,outbound,3343.03,USD,CP0106,CA,card,settled,D0047
T000042,A0001,C0001,2025-11-06T15:00:00+00:00,outbound,742.99,USD,CP0129,US,card,settled,D0034
T000317,A0009,C0009,2025-11-06T16:00:00+00:00,outbound,557.09,USD,CP0074,US,ach,settled,D0001
T003474,A0110,C0110,2025-11-06T17:00:00+00:00,outbound,984.51,USD,CP0033,CA,ach,settled,D0017
T003807,A0120,C0120,2025-11-06T18:00:00+00:00,outbound,1778.88,CAD,CP0068,US,card,settled,D0002
T003414,A0108,C0108,2025-11-06T20:00:00+00:00,outbound,1178.68,USD,CP0135,US,wire,settled,D0032
T001987,A0061,C0061,2025-11-06T21:00:00+00:00,outbound,934.07,USD,CP0117,PA,ach,settled,D0007
T000608,A0018,C0018,2025-11-06T21:00:00+00:00,outbound,604.0,USD,CP0078,GB,wire,settled,D0032
T002733,A0088,C0088,2025-11-06T21:00:00+00:00,inbound,1786.77,CAD,CP0022,BR,ach,settled,D0039
T000678,A0020,C0020,2025-11-07T00:00:00+00:00,outbound,1835.35,USD,CP0023,GB,payout,settled,D0003
T003239,A0103,C0103,2025-11-07T01:00:00+00:00,outbound,538.33,USD,CP0107,US,ach,failed,D0028
T003298,A0106,C0106,2025-11-07T04:00:00+00:00,outbound,271.81,USD,CP0110,PA,card,settled,D0018
T003294,A0105,C0105,2025-11-07T06:00:00+00:00,outbound,860.65,USD,CP0126,GB,card,settled,D0036
T002547,A0079,C0079,2025-11-07T06:00:00+00:00,inbound,1231.81,USD,CP0028,US,wire,failed,D0017
T003215,A0102,C0102,2025-11-07T08:00:00+00:00,inbound,858.67,USD,CP0133,MX,payout,settled,D0044
T003743,A0118,C0118,2025-11-07T10:00:00+00:00,inbound,366.81,USD,CP0077,US,p2p,settled,D0048
T002652,A0084,C0084,2025-11-07T11:00:00+00:00,outbound,816.09,USD,CP0130,MX,p2p,settled,D0030
T003251,A0103,C0103,2025-11-07T11:00:00+00:00,outbound,2374.56,USD,CP0087,MX,card,settled,D0022
T001801,A0054,C0054,2025-11-07T14:00:00+00:00,outbound,2819.25,USD,CP0044,US,ach,settled,D0002
T003711,A0117,C0117,2025-11-07T15:00:00+00:00,outbound,2086.9,USD,CP0014,US,ach,settled,D0050
T001167,A0035,C0035,2025-11-07T17:00:00+00:00,outbound,993.97,USD,CP0064,US,wire,settled,D0049
T000171,A0005,C0005,2025-11-07T17:00:00+00:00,outbound,2441.71,USD,CP0107,BR,card,failed,D0019
T000012,A0001,C0001,2025-11-07T18:00:00+00:00,inbound,1037.62,USD,CP0013,BR,ach,chargeback,D0047
T003214,A0102,C0102,2025-11-07T18:00:00+00:00,inbound,2242.96,CAD,CP0064,MX,p2p,settled,D0053
T001600,A0048,C0048,2025-11-07T18:00:00+00:00,outbound,742.44,USD,CP0123,CA,card,settled,D0018
T003284,A0105,C0105,2025-11-07T23:00:00+00:00,outbound,1874.35,USD,CP0056,BR,ach,settled,D0038
T003015,A0095,C0095,2025-11-07T23:00:00+00:00,outbound,1034.57,CAD,CP0049,US,card,chargeback,D0034
T001976,A0061,C0061,2025-11-08T00:00:00+00:00,inbound,1896.91,USD,CP0126,CA,card,settled,D0053
T001482,A0044,C0044,2025-11-08T03:00:00+00:00,inbound,861.57,GBP,CP0144,US,card,settled,D0054
T002647,A0084,C0084,2025-11-08T04:00:00+00:00,outbound,317.77,USD,CP0103,US,card,settled,D0050
T001164,A0035,C0035,2025-11-08T06:00:00+00:00,inbound,417.78,USD,CP0076,US,p2p,refund,D0007
T002718,A0087,C0087,2025-11-08T06:00:00+00:00,outbound,1127.88,USD,CP0109,PA,p2p,settled,D0024
T001252,A0037,C0037,2025-11-08T08:00:00+00:00,outbound,827.13,USD,CP0103,PA,ach,pending,D0052
T001734,A0052,C0052,2025-11-08T11:00:00+00:00,outbound,449.0,USD,CP0071,GB,card,settled,D0038
T003710,A0117,C0117,2025-11-08T14:00:00+00:00,outbound,1659.3,USD,CP0057,BR,payout,settled,D0047
T001757,A0053,C0053,2025-11-08T14:00:00+00:00,outbound,615.38,CAD,CP0064,US,ach,settled,D0046
T002359,A0074,C0074,2025-11-08T14:00:00+00:00,inbound,565.26,USD,CP0069,BR,card,failed,D0045
T002986,A0094,C0094,2025-11-08T15:00:00+00:00,outbound,1366.93,USD,CP0009,GB,ach,settled,D0017
T002959,A0093,C0093,2025-11-08T15:00:00+00:00,inbound,1043.78,CAD,CP0016,US,card,settled,D0038
T000850,A0026,C0026,2025-11-08T18:00:00+00:00,outbound,3704.55,USD,CP0009,GB,p2p,failed,D0021
T002369,A0074,C0074,2025-11-08T19:00:00+00:00,inbound,9500.26,USD,CP0121,US,card,settled,D0032
T001854,A0056,C0056,2025-11-08T19:00:00+00:00,inbound,4882.4,CAD,CP0115,PA,p2p,settled,D0015
T001602,A0048,C0048,2025-11-08T19:00:00+00:00,inbound,6998.44,USD,CP0128,US,card,settled,D0035
T002015,A0063,C0063,2025-11-08T20:00:00+00:00,outbound,855.64,USD,CP0051,CA,card,settled,D0014
T001690,A0051,C0051,2025-11-08T21:00:00+00:00,outbound,311.39,USD,CP0117,MX,ach,settled,D0005
T001414,A0042,C0042,2025-11-08T21:00:00+00:00,outbound,717.15,CAD,CP0144,PA,wire,settled,D0049
T001653,A0049,C0049,2025-11-08T21:00:00+00:00,inbound,1506.77,USD,CP0083,PA,p2p,settled,D0054
T000350,A0011,C0011,2025-11-08T22:00:00+00:00,inbound,1366.55,USD,CP0128,US,ach,settled,D0043
T000655,A0019,C0019,2025-11-09T00:00:00+00:00,inbound,499.14,CAD,CP0019,US,ach,settled,D0024
T001087,A0033,C0033,2025-11-09T01:00:00+00:00,inbound,1372.16,USD,CP0051,US,p2p,settled,D0018
T001592,A0048,C0048,2025-11-09T01:00:00+00:00,outbound,1357.4,USD,CP0041,US,wire,settled,D0025
T001964,A0060,C0060,2025-11-09T02:00:00+00:00,outbound,768.82,USD,CP0001,BR,card,settled,D0011
T000634,A0019,C0019,2025-11-09T02:00:00+00:00,outbound,1393.12,USD,CP0049,CA,card,settled,D0037
T001952,A0060,C0060,2025-11-09T03:00:00+00:00,inbound,2595.15,USD,CP0096,US,ach,settled,D0037
T001255,A0037,C0037,2025-11-09T03:00:00+00:00,outbound,175.07,USD,CP0037,US,p2p,settled,D0018
T001500,A0045,C0045,2025-11-09T03:00:00+00:00,inbound,879.51,USD,CP0101,CA,card,settled,D0024
T002605,A0082,C0082,2025-11-09T05:00:00+00:00,inbound,1438.82,CAD,CP0046,US,payout,settled,D0007
T003088,A0098,C0098,2025-11-09T06:00:00+00:00,inbound,755.0,USD,CP0011,BR,p2p,settled,D0037
T002539,A0079,C0079,2025-11-09T06:00:00+00:00,inbound,623.27,USD,CP0131,CA,card,settled,D0019
T000311,A0009,C0009,2025-11-09T06:00:00+00:00,inbound,457.76,USD,CP0138,CA,p2p,settled,D0006
T003595,A0113,C0113,2025-11-09T07:00:00+00:00,inbound,1684.65,USD,CP0013,GB,payout,settled,D0038
T002668,A0085,C0085,2025-11-09T08:00:00+00:00,outbound,615.49,USD,CP0051,US,payout,settled,D0030
T002310,A0072,C0072,2025-11-09T10:00:00+00:00,inbound,752.02,USD,CP0141,PA,card,settled,D0011
T002917,A0092,C0092,2025-11-09T14:00:00+00:00,outbound,359.77,GBP,CP0132,US,card,settled,D0018
T002983,A0094,C0094,2025-11-09T14:00:00+00:00,inbound,154.98,USD,CP0135,US,payout,settled,D0038
T002326,A0073,C0073,2025-11-09T15:00:00+00:00,inbound,814.57,GBP,CP0124,MX,payout,settled,D0041
T001422,A0042,C0042,2025-11-09T17:00:00+00:00,inbound,560.05,USD,CP0050,CA,p2p,settled,D0031
T003319,A0106,C0106,2025-11-09T17:00:00+00:00,inbound,765.41,USD,CP0122,BR,ach,failed,D0017
T003157,A0100,C0100,2025-11-09T18:00:00+00:00,inbound,889.61,USD,CP0143,US,ach,settled,D0013
T002603,A0082,C0082,2025-11-09T18:00:00+00:00,outbound,1347.33,GBP,CP0132,BR,payout,settled,D0043
