alert_id,customer_id,typology_family,observation_end,rule_ids,max_rule_severity,evidence_count,rule_result_ids,evidence_transaction_ids,alert_version,behavioral_crr_score,behavioral_crr_tier,behavioral_reason_codes,crr_version,gross_amount_7d,net_amount_7d,txn_count_7d,unique_counterparties_7d,high_risk_geo_txn_count_7d,round_amount_count_7d,reversal_count_7d,inbound_amount_7d,outbound_amount_7d,flow_through_ratio_7d,gross_amount_30d,net_amount_30d,txn_count_30d,unique_counterparties_30d,high_risk_geo_txn_count_30d,round_amount_count_30d,reversal_count_30d,inbound_amount_30d,outbound_amount_30d,flow_through_ratio_30d,gross_amount_90d,net_amount_90d,txn_count_90d,unique_counterparties_90d,high_risk_geo_txn_count_90d,round_amount_count_90d,reversal_count_90d,inbound_amount_90d,outbound_amount_90d,flow_through_ratio_90d,as_of_timestamp,feature_version,risk_indicator_version,confirmed_suspicious,sar_referral,qa_confirmed,outcome_date,label_maturity_days,label
ALERT-D1631371527E,C0087,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-CB4C05288D58,T002715;T002716,ALERT-CONSOLIDATION-1.0,59.0,medium,no_behavioral_elevation,CRR-BEH-1.0,393.20640000000003,393.20640000000003,1.0,1.0,1.0,0.0,0.0,0.0,393.20640000000003,0.0,2155.2264,2155.2264,3.0,3.0,1.0,0.0,0.0,1048.8,1106.4264,1.0549450800915332,8563.1281,7586.0409,10,10,5,0,1,6139.4917000000005,2423.6364000000003,0.39476173573131473,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-04-17,45,0
ALERT-AF331D6A4D99,C0088,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,3,RR-52E7A3E6ADB0,T002735;T002739;T002742,ALERT-CONSOLIDATION-1.0,51.0,medium,no_behavioral_elevation,CRR-BEH-1.0,3686.33,3686.33,2.0,2.0,1.0,0.0,0.0,3686.33,0.0,0.0,4252.9400000000005,4252.9400000000005,3.0,3.0,1.0,0.0,0.0,3686.33,566.61,0.15370571815328526,15810.5506,12432.2106,11,11,1,0,1,9313.0672,6497.4834,0.697673844767275,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-14,45,0
ALERT-70699203250E,C0092,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,4,RR-6FC2098F85F3,T002880;T002882;T002924;T002925,ALERT-CONSOLIDATION-1.0,37.0,low,high_risk_geo_activity,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37455.3566,22564.2166,10.0,10.0,3.0,0.0,1.0,11427.4166,26027.94,2.2776749033547965,68982.0714,54090.9314,26,24,7,0,1,32485.7114,36496.36,1.1234588508965206,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,1,0,1,2026-05-11,30,1
ALERT-448121AA95F7,C0092,pass_through,2026-03-31T23:59:59+00:00,TM-FLOW-001,4,9,RR-F04081F6FA24,T002880;T002882;T002895;T002897;T002909;T002915;T002924;T002925;T002927,ALERT-CONSOLIDATION-1.0,37.0,low,high_risk_geo_activity,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37455.3566,22564.2166,10.0,10.0,3.0,0.0,1.0,11427.4166,26027.94,2.2776749033547965,68982.0714,54090.9314,26,24,7,0,1,32485.7114,36496.36,1.1234588508965206,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,1,0,1,2026-05-11,30,1
ALERT-0A515B28A250,C0093,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,3,RR-B169E9B2C0F8,T002943;T002947;T002954,ALERT-CONSOLIDATION-1.0,47.0,medium,no_behavioral_elevation,CRR-BEH-1.0,442.39,442.39,1.0,1.0,0.0,0.0,0.0,442.39,0.0,0.0,5230.71,5230.71,6.0,6.0,2.0,0.0,0.0,1522.37,3708.34,2.435899288609208,18332.9569,16697.7369,15,15,7,0,1,10777.2669,7555.6900000000005,0.701076633817058,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,1,1,0,2026-05-15,30,1
ALERT-E5259A817310,C0094,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,3,RR-ED6A4427A95F,T002974;T002989;T002993,ALERT-CONSOLIDATION-1.0,15.0,low,no_behavioral_elevation,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8041.906599999999,8041.906599999999,6.0,6.0,2.0,0.0,0.0,5429.606599999999,2612.3,0.4811214131056936,17914.9096,17914.9096,14,13,3,0,0,12698.2596,5216.65,0.410816140504798,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-16,60,0
ALERT-B33E828E839E,C0098,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,4,RR-358BCEF44ABE,T003095;T003097;T003106;T003112,ALERT-CONSOLIDATION-1.0,27.0,low,no_behavioral_elevation,CRR-BEH-1.0,785.33,785.33,1.0,1.0,1.0,0.0,0.0,785.33,0.0,0.0,5927.3584,3866.2984,6.0,6.0,2.0,0.0,1.0,1896.8283999999999,4030.5299999999997,2.124878560443317,21466.892,13541.4016,17,17,8,0,3,11623.9199,9842.972099999999,0.8467859538502153,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-05,45,0
ALERT-7612B2F4BAD8,C0103,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-CB1342392A8F,T003245;T003248,ALERT-CONSOLIDATION-1.0,37.0,low,no_behavioral_elevation,CRR-BEH-1.0,4240.07,4240.07,2.0,2.0,1.0,0.0,0.0,0.0,4240.07,0.0,6319.72,6319.72,4.0,4.0,2.0,0.0,0.0,0.0,6319.72,0.0,15856.0631,14130.6431,11,11,3,0,1,7106.7831,8749.279999999999,1.231116790380165,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-04-24,60,0
ALERT-EE70D7A7D0CA,C0104,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-3F828319BBFF,T003266;T003273,ALERT-CONSOLIDATION-1.0,51.0,medium,no_behavioral_elevation,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5916.59,5916.59,4.0,4.0,1.0,0.0,0.0,2757.54,3159.05,1.145604415529784,18110.357,16008.997,13,13,3,0,1,7730.7375999999995,10379.6194,1.3426428288032957,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-11,45,0
ALERT-0AF17A8B2FDF,C0106,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-E53407431688,T003301;T003326,ALERT-CONSOLIDATION-1.0,25.0,low,no_behavioral_elevation,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6804.0599999999995,6804.0599999999995,4.0,4.0,2.0,0.0,0.0,2094.47,4709.59,2.2485831737862085,23032.32,18752.1,17,16,4,0,2,6340.049999999999,16692.27,2.6328293940899523,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-13,30,0
ALERT-B60EC127FB51,C0107,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,4,RR-07649928E828,T003335;T003341;T003342;T003357,ALERT-CONSOLIDATION-1.0,25.0,low,no_behavioral_elevation,CRR-BEH-1.0,1156.44,1156.44,3.0,3.0,1.0,0.0,0.0,895.1,261.34,0.2919673779465981,10159.71,10159.71,8.0,7.0,2.0,0.0,0.0,2132.41,8027.3,3.764426165699842,27131.4873,27131.4873,21,18,5,0,0,7756.4343,19375.053,2.4979329741760337,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-15,30,0
ALERT-6B745004BDEA,C0108,high_risk_geography,2026-03-31T23:59:59+00:00,TM-GEO-001,3,5,RR-498978C3933E,T003385;T003387;T003395;T003403;T003405,ALERT-CONSOLIDATION-1.0,57.0,medium,high_risk_geo_activity,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7086.55,7086.55,7.0,7.0,5.0,0.0,0.0,3910.8,3175.75,0.8120461286693259,49551.2976,42726.180199999995,25,23,7,0,2,20192.3741,29358.9235,1.4539609535067004,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,1,2026-05-13,45,1
ALERT-362A12315F12,C0108,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,5,RR-63B18158CA43,T003368;T003381;T003385;T003387;T003403,ALERT-CONSOLIDATION-1.0,57.0,medium,high_risk_geo_activity,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7086.55,7086.55,7.0,7.0,5.0,0.0,0.0,3910.8,3175.75,0.8120461286693259,49551.2976,42726.180199999995,25,23,7,0,2,20192.3741,29358.9235,1.4539609535067004,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,1,2026-05-13,45,1
ALERT-2F69F45E3EB8,C0111,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,3,RR-71D391D680FB,T003518;T003534;T003542,ALERT-CONSOLIDATION-1.0,15.0,low,no_behavioral_elevation,CRR-BEH-1.0,1873.35,1873.35,1.0,1.0,0.0,0.0,0.0,0.0,1873.35,0.0,4938.2076,1814.4676,4.0,4.0,1.0,0.0,1.0,2345.7075999999997,2592.5,1.1052102146064584,11627.6976,8503.9576,11,11,2,0,1,3084.2776,8543.42,2.769990613036907,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-17,60,0
ALERT-75B64C369239,C0112,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,3,RR-6F24D9B847ED,T003549;T003564;T003569,ALERT-CONSOLIDATION-1.0,79.0,high,no_behavioral_elevation,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4649.173,4649.173,4.0,4.0,2.0,0.0,0.0,2402.6448,2246.5281999999997,0.935023021297197,14786.1062,14786.1062,15,15,5,0,0,10094.1168,4691.9894,0.4648241637148483,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-04-21,45,0
ALERT-BE25409B6626,C0118,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,2,RR-7A3151A76324,T003734;T003762,ALERT-CONSOLIDATION-1.0,27.0,low,no_behavioral_elevation,CRR-BEH-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2403.7108,712.9308000000001,3.0,3.0,1.0,0.0,1.0,1859.5008,544.21,0.29266456889935194,16124.593,14433.813,11,11,5,0,1,10586.183,5538.41,0.5231734611049138,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-05-01,30,0
ALERT-15875728B088,C0119,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,3,RR-96AA5B386558,T003772;T003780;T003783,ALERT-CONSOLIDATION-1.0,29.0,low,no_behavioral_elevation,CRR-BEH-1.0,4963.71,4963.71,2.0,2.0,1.0,0.0,0.0,4963.71,0.0,0.0,5997.7144,5997.7144,4.0,4.0,2.0,0.0,0.0,5415.4744,582.24,0.10751412655556086,19848.3328,18626.6528,13,13,5,0,1,14193.4528,5654.88,0.3984146831417934,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-04-27,45,0
ALERT-A58FC259A668,C0120,network,2026-03-31T23:59:59+00:00,TM-NET-001,4,3,RR-F51CFB8DD04A,T003798;T003817;T003821,ALERT-CONSOLIDATION-1.0,45.0,medium,no_behavioral_elevation,CRR-BEH-1.0,1696.6,-1696.6,1.0,1.0,0.0,0.0,1.0,1696.6,0.0,0.0,3847.8455999999996,454.64559999999983,4.0,4.0,0.0,0.0,1.0,2941.39,906.4556,0.3081725306742731,13989.9574,10596.7574,13,13,5,0,1,10768.8918,3221.0656,0.2991083632208098,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0,0,0,0,2026-04-30,30,0
