rule_result_id,customer_id,rule_id,rule_version,feature_version,typology_family,segment_id,observation_start,observation_end,rule_reason,rule_severity,customer_eligible,transaction_eligible,triggered,raw_trigger_retained,suppression_applied,suppression_policy_id,alert_generated,suppression_reason,evidence_count,evidence_amount,evidence_transaction_ids,threshold,data_quality_status
RR-304C44A4ADF4,C0005,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,10,27207.11,T000201;T000169;T000218;T000173;T000167;T000221;T000191;T000220;T000177;T000185,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-C3AA9ED13FC2,C0006,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,2,1944.62,T000232;T000236,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-0A6886687332,C0007,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,2,2690.36,T000257;T000253,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-CC524B760AE5,C0008,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,2,1356.0,T000284;T000287,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-467399821833,C0009,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,6412.54,T000320;T000312;T000315,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-CE2FAF558E07,C0010,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,1436.85,T000341;T000340;T000338,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-C7AA92E2E38D,C0011,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,6,7179.45,T000393;T000358;T000367;T000356;T000359;T000385,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-0B97099946B7,C0012,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,10,13323.68,T000398;T000433;T000403;T000420;T000400;T000415;T000430;T000431;T000410;T000419,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-6F0C215A9B3A,C0013,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,5,3830.02,T000462;T000446;T000444;T000470;T000473,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-B790F6148092,C0014,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,1,1846.67,T000482,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-ECF08F75D390,C0015,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,4,3067.25,T000516;T000531;T000523;T000539,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-646082408E5E,C0017,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,2,4452.19,T000572;T000579,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-A118AA1F5B27,C0018,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,1,853.89,T000595,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-A643A5916521,C0019,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,8,29639.61,T000620;T000671;T000640;T000615;T000638;T000658;T000651;T000666,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-B968F5037812,C0020,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,7233.28,T000673;T000686;T000675,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-1022D9AE8395,C0021,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,5,8331.09,T000719;T000720;T000736;T000712;T000716,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-2FD907D3EF99,C0022,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,3904.39,T000750;T000751;T000754,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-6D0AF727DAF0,C0023,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,6,6493.0,T000781;T000795;T000789;T000783;T000790;T000777,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-B6002E246C36,C0024,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,2669.44,T000828;T000815;T000817,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-53CF70CAF385,C0025,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,2,1329.71,T000840;T000833,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-D11493086594,C0026,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,5,5475.11,T000859;T000860;T000864;T000849;T000861,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-579D737CCCEC,C0027,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,True,True,False,,True,,10,47080.64,T000900;T000915;T000901;T000889;T000898;T000923;T000896;T000870;T000924;T000890,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-9D0B5C139239,C0028,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,5,7476.0,T000929;T000937;T000952;T000951;T000931,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-2EE45225E870,C0029,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,6,7692.73,T000969;T000960;T000987;T000983;T000975;T000976,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-F76928570C2E,C0030,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,4,5719.1,T001002;T000994;T000993;T001012,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-503AA8361276,C0031,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,4,3408.91,T001023;T001046;T001022;T001037,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-A045426251AB,C0032,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,6,5479.75,T001051;T001075;T001050;T001063;T001076;T001061,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-93329637BF22,C0033,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,7,8695.61,T001093;T001099;T001095;T001083;T001103;T001097;T001104,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-92AFBA9895CF,C0034,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,5269.75,T001111;T001115;T001112,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-17255E69B44E,C0035,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,6,6657.78,T001147;T001182;T001179;T001160;T001154;T001156,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-AC729E0A18DC,C0036,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,4,3929.85,T001196;T001187;T001186;T001197,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-931248AD9F01,C0037,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,8,5513.42,T001222;T001256;T001247;T001263;T001220;T001259;T001231;T001224,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-A3AF713A681A,C0038,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,1931.64,T001276;T001275;T001282,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-CE1AF5DB49F6,C0039,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,2,2641.37,T001291;T001303,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-1AA75F74675D,C0040,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,5,4261.78,T001339;T001324;T001336;T001317;T001335,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-C380851DA78A,C0041,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,5,7808.3,T001348;T001392;T001393;T001353;T001350,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-5A589E6651A8,C0042,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,4,4125.74,T001402;T001399;T001410;T001401,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-5B0A0E8E5CA2,C0043,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,4,5026.1,T001437;T001434;T001442;T001440,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-3CCCEC144569,C0044,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,4405.33,T001488;T001468;T001455,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-E6B7EF79F742,C0045,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,5,10534.97,T001531;T001515;T001511;T001498;T001517,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-FA169B0748B0,C0046,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,6,6132.6,T001550;T001541;T001549;T001558;T001553;T001551,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-A1927DEA499D,C0047,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,5,4469.39,T001572;T001581;T001569;T001574;T001579,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-672CDE5F5686,C0048,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,6,19401.84,T001631;T001613;T001623;T001595;T001609;T001626,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-0A33CAFBB61E,C0049,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,2,4587.52,T001644;T001645,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-6E7C6EEC1DF1,C0050,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,2,1748.96,T001664;T001670,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-7C76263DB412,C0051,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,2868.31,T001698;T001699;T001711,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-14A25DA2F88B,C0052,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,4,4365.91,T001728;T001720;T001730;T001718,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-7F811D6BDDB0,C0053,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,4,3979.22,T001743;T001768;T001760;T001737,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-5A76921DEEEB,C0054,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,9,14495.63,T001786;T001799;T001804;T001775;T001789;T001788;T001778;T001793;T001783,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-EABE46855595,C0055,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,1533.97,T001810;T001819;T001818,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-C993963F98AE,C0056,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,2,4239.69,T001833;T001873,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-E7A75BBF4200,C0057,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,1,2419.96,T001889,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-84C77F81E156,C0058,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,6,4093.37,T001924;T001904;T001922;T001901;T001910;T001921,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-4D91217DA898,C0059,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,2398.34,T001940;T001938;T001932,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-5548786E216A,C0060,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,2,5064.68,T001954;T001958,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-0FA908218C6D,C0061,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,2,2105.95,T001977;T001975,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-BC58AF8529B8,C0062,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,2,3006.9,T001992;T002009,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-207FC6E2835C,C0063,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,7,8281.3,T002060;T002062;T002051;T002054;T002040;T002057;T002016,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-F3CBC8E57707,C0064,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,4,4117.95,T002091;T002082;T002092;T002080,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-60AD8618EABE,C0065,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,True,True,False,,True,,9,35527.21,T002134;T002149;T002112;T002118;T002150;T002145;T002133;T002120;T002103,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-354FF67AB9FD,C0066,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,4,5061.58,T002157;T002169;T002159;T002166,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-C54474355337,C0067,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,2,648.76,T002186;T002183,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-18F8B8AB0B4B,C0068,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,cross_border,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,1,585.15,T002193,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-3A4B03323DEB,C0069,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,1,2055.93,T002227,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-5B74B28E6D99,C0070,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,2981.84,T002243;T002249;T002250,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-6BDECE728E9C,C0071,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,4,5143.81,T002279;T002261;T002280;T002278,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-7EA849E3997B,C0072,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,3593.48,T002283;T002311;T002284,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-0E36A608A30C,C0073,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,5,4919.66,T002347;T002339;T002343;T002325;T002321,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-908146A96597,C0074,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,5,10184.73,T002356;T002387;T002377;T002384;T002353,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-1E492AC338D8,C0075,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,2713.7,T002428;T002404;T002409,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-CFD1BBB6ED9E,C0076,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,1,4095.45,T002455,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-C54A47601D64,C0077,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,merchant_payout,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,3875.73,T002473;T002487;T002480,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-95AD55E850AC,C0078,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,2392.38,T002509;T002507;T002511,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-44E946369D60,C0081,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,smb_card,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,2,1959.18,T002577;T002573,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-77A7A470216D,C0082,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,3,4507.29,T002610;T002600;T002594,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
RR-DA55F3E39353,C0083,TM-FLOW-001,TM-RULES-2.0,AML-FEATURES-2.0,pass_through,consumer_wallet,2026-03-01T23:59:59+00:00,2026-03-31T23:59:59+00:00,Potential pass-through or account cycling,4,True,True,False,False,False,,False,,1,884.24,T002632,inbound>=10000 and outbound/inbound>=0.75 and counterparties>=8,passed
