customer_id,gross_amount_7d,net_amount_7d,txn_count_7d,unique_counterparties_7d,high_risk_geo_txn_count_7d,round_amount_count_7d,reversal_count_7d,inbound_amount_7d,outbound_amount_7d,flow_through_ratio_7d,gross_amount_30d,net_amount_30d,txn_count_30d,unique_counterparties_30d,high_risk_geo_txn_count_30d,round_amount_count_30d,reversal_count_30d,inbound_amount_30d,outbound_amount_30d,flow_through_ratio_30d,gross_amount_90d,net_amount_90d,txn_count_90d,unique_counterparties_90d,high_risk_geo_txn_count_90d,round_amount_count_90d,reversal_count_90d,inbound_amount_90d,outbound_amount_90d,flow_through_ratio_90d,as_of_timestamp,feature_version,risk_indicator_version
C0077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3875.7316,3875.7316,3.0,3.0,0.0,0.0,0.0,745.28,3130.4516,4.200369793902962,13348.5227,13348.5227,12,12,3,0,0,5641.58,7706.9427000000005,1.3660965013347326,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392.3784,2392.3784,3.0,3.0,0.0,0.0,0.0,359.3884,2032.99,5.0,18960.2383,15871.5783,12,12,2,0,1,10819.0684,8141.1699,0.7524834485749253,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8951.9915,497.8315,5,5,3,0,2,7893.1915,1058.8,0.1341409238582391,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13382.0144,11376.1256,9,9,2,0,1,4759.99,8622.0244,1.8113534692299775,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0081,649.78,649.78,1.0,1.0,1.0,0.0,0.0,649.78,0.0,0.0,1959.18,1959.18,2.0,2.0,2.0,0.0,0.0,1959.18,0.0,0.0,9512.4182,7362.2982,8,7,4,0,1,8293.78,1218.6381999999999,0.14693399149724248,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0082,2903.2841,2903.2841,2.0,2.0,0.0,0.0,0.0,1593.6341,1309.65,0.8218009391239809,4507.2859,4507.2859,3.0,3.0,1.0,0.0,0.0,3197.6359,1309.65,0.409568206311419,13615.4559,13615.4559,8,7,2,0,0,3197.6359,10417.82,3.2579756813463345,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2539.31,-770.8299999999999,2.0,2.0,0.0,0.0,1.0,884.24,1655.07,1.8717429657106668,14188.93,5346.150000000001,13,12,0,0,4,8655.08,5533.85,0.6393759503089516,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6421.82,6421.82,6.0,5.0,1.0,0.0,0.0,1920.3899999999999,4501.43,2.3440186628757704,10925.7481,10925.7481,10,8,1,0,0,4455.24,6470.5081,1.452336596906115,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0085,1671.26,1671.26,2.0,2.0,0.0,0.0,0.0,462.08,1209.18,2.6168195983379503,6326.0888,4571.0688,7.0,7.0,2.0,0.0,1.0,1700.91,4625.1788,2.7192378197553073,11739.7588,8940.4788,11,10,2,0,2,2962.16,8777.5988,2.9632426337537474,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6964,236.6964,1.0,1.0,0.0,0.0,0.0,0.0,236.6964,0.0,13568.0177,12483.1177,10,9,3,0,1,10469.0913,3098.9264,0.2960071997843786,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0087,393.20640000000003,393.20640000000003,1.0,1.0,1.0,0.0,0.0,0.0,393.20640000000003,0.0,2155.2264,2155.2264,3.0,3.0,1.0,0.0,0.0,1048.8,1106.4264,1.0549450800915332,8563.1281,7586.0409,10,10,5,0,1,6139.4917000000005,2423.6364000000003,0.39476173573131473,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0088,3686.33,3686.33,2.0,2.0,1.0,0.0,0.0,3686.33,0.0,0.0,4252.9400000000005,4252.9400000000005,3.0,3.0,1.0,0.0,0.0,3686.33,566.61,0.15370571815328526,15810.5506,12432.2106,11,11,1,0,1,9313.0672,6497.4834,0.697673844767275,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3276.0194,3276.0194,2.0,2.0,0.0,0.0,0.0,1943.51,1332.5094000000001,0.6856200379725343,15580.9196,15393.7796,16,13,3,0,1,11714.246,3866.6736,0.3300830117448447,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0090,936.3837,-936.3837,1.0,1.0,1.0,0.0,1.0,0.0,936.3837,0.0,6494.7636999999995,4621.9963,6.0,5.0,3.0,0.0,1.0,2811.18,3683.5837,1.3103336321402401,24504.862399999998,19033.015,24,19,9,0,4,12720.16,11784.7024,0.9264586608973472,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.1500000000001,816.1500000000001,2.0,2.0,1.0,0.0,0.0,207.58,608.57,2.93173716157626,14284.279999999999,8662.4,15,15,3,0,1,7320.65,6963.63,0.9512311065274259,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37455.3566,22564.2166,10.0,10.0,3.0,0.0,1.0,11427.4166,26027.94,2.2776749033547965,68982.0714,54090.9314,26,24,7,0,1,32485.7114,36496.36,1.1234588508965206,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0093,442.39,442.39,1.0,1.0,0.0,0.0,0.0,442.39,0.0,0.0,5230.71,5230.71,6.0,6.0,2.0,0.0,0.0,1522.37,3708.34,2.435899288609208,18332.9569,16697.7369,15,15,7,0,1,10777.2669,7555.6900000000005,0.701076633817058,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8041.906599999999,8041.906599999999,6.0,6.0,2.0,0.0,0.0,5429.606599999999,2612.3,0.4811214131056936,17914.9096,17914.9096,14,13,3,0,0,12698.2596,5216.65,0.410816140504798,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0095,570.35,570.35,1.0,1.0,0.0,0.0,0.0,570.35,0.0,0.0,1185.4099999999999,1185.4099999999999,2.0,2.0,0.0,0.0,0.0,570.35,615.06,1.0783904619970193,14491.7202,14491.7202,11,11,2,0,0,12663.6602,1828.06,0.14435478930491202,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6236.63,6236.63,5,5,3,0,0,6236.63,0.0,0.0,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0097,769.86,769.86,1.0,1.0,1.0,0.0,0.0,769.86,0.0,0.0,5391.6422,5391.6422,5.0,5.0,2.0,0.0,0.0,1681.96,3709.6822,2.2055710004994173,20654.1438,16570.1638,17,17,6,0,1,5525.1900000000005,15128.9538,2.7381780174075456,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0098,785.33,785.33,1.0,1.0,1.0,0.0,0.0,785.33,0.0,0.0,5927.3584,3866.2984,6.0,6.0,2.0,0.0,1.0,1896.8283999999999,4030.5299999999997,2.124878560443317,21466.892,13541.4016,17,17,8,0,3,11623.9199,9842.972099999999,0.8467859538502153,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8224.547,181.0269999999996,5.0,5.0,5.0,0.0,2.0,5435.24,2789.307,0.5131892979886813,13114.8982,3994.8557999999994,11,11,6,0,3,7189.17,5925.7282,0.8242576264019351,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0100,1377.29,-433.73,2.0,2.0,1.0,0.0,1.0,1377.29,0.0,0.0,15318.664,8916.064,10.0,9.0,2.0,0.0,2.0,11350.494,3968.17,0.3496032859891384,18481.204,10462.364000000001,13,12,4,0,3,13704.914,4776.290000000001,0.34850930111637335,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0101,579.6716,579.6716,1.0,1.0,0.0,0.0,0.0,0.0,579.6716,0.0,7775.5616,4550.4616000000005,5.0,5.0,2.0,0.0,2.0,4042.36,3733.2016,0.9235203198131784,11287.2135,8062.1135,10,9,3,0,2,6896.8719,4390.3416,0.6365699789204435,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0102,1368.29,1368.29,1.0,1.0,0.0,0.0,0.0,0.0,1368.29,0.0,5351.8108,3346.9880000000003,7.0,7.0,2.0,0.0,1.0,2255.2794,3096.5314,1.373014536469406,23093.7415,18234.9787,17,17,2,0,3,12394.371299999999,10699.370200000001,0.8632442857347675,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0103,4240.07,4240.07,2.0,2.0,1.0,0.0,0.0,0.0,4240.07,0.0,6319.72,6319.72,4.0,4.0,2.0,0.0,0.0,0.0,6319.72,0.0,15856.0631,14130.6431,11,11,3,0,1,7106.7831,8749.279999999999,1.231116790380165,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5916.59,5916.59,4.0,4.0,1.0,0.0,0.0,2757.54,3159.05,1.145604415529784,18110.357,16008.997,13,13,3,0,1,7730.7375999999995,10379.6194,1.3426428288032957,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418.8465999999999,319.5465999999999,2.0,2.0,1.0,0.0,1.0,0.0,1418.8465999999999,0.0,10039.1512,8939.8512,9,9,3,0,1,4812.9046,5226.2466,1.0858820264170623,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6804.0599999999995,6804.0599999999995,4.0,4.0,2.0,0.0,0.0,2094.47,4709.59,2.2485831737862085,23032.32,18752.1,17,16,4,0,2,6340.049999999999,16692.27,2.6328293940899523,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0107,1156.44,1156.44,3.0,3.0,1.0,0.0,0.0,895.1,261.34,0.2919673779465981,10159.71,10159.71,8.0,7.0,2.0,0.0,0.0,2132.41,8027.3,3.764426165699842,27131.4873,27131.4873,21,18,5,0,0,7756.4343,19375.053,2.4979329741760337,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7086.55,7086.55,7.0,7.0,5.0,0.0,0.0,3910.8,3175.75,0.8120461286693259,49551.2976,42726.180199999995,25,23,7,0,2,20192.3741,29358.9235,1.4539609535067004,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4316.8522,3630.7722,4.0,4.0,0.0,0.0,1.0,3526.51,790.3421999999999,0.22411454951212384,14089.2814,11794.9014,15,14,4,0,2,7847.2092,6242.0722000000005,0.7954512286992426,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7517.477199999999,7517.477199999999,5.0,5.0,1.0,0.0,0.0,5532.8268,1984.6504,0.3587045956327424,58364.0019,58364.0019,29,24,9,0,0,21829.5356,36534.4663,1.6736254480832842,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0111,1873.35,1873.35,1.0,1.0,0.0,0.0,0.0,0.0,1873.35,0.0,4938.2076,1814.4676,4.0,4.0,1.0,0.0,1.0,2345.7075999999997,2592.5,1.1052102146064584,11627.6976,8503.9576,11,11,2,0,1,3084.2776,8543.42,2.769990613036907,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4649.173,4649.173,4.0,4.0,2.0,0.0,0.0,2402.6448,2246.5281999999997,0.935023021297197,14786.1062,14786.1062,15,15,5,0,0,10094.1168,4691.9894,0.4648241637148483,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0113,730.42,730.42,1.0,1.0,0.0,0.0,0.0,0.0,730.42,0.0,2204.5299999999997,2204.5299999999997,3.0,3.0,1.0,0.0,0.0,1474.11,730.42,0.4954989790449831,19316.7604,19316.7604,13,13,2,0,0,8582.49,10734.2704,1.2507174957384162,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0114,3022.8,3022.8,2.0,2.0,1.0,0.0,0.0,0.0,3022.8,0.0,4210.5,4210.5,4.0,4.0,1.0,0.0,0.0,1187.7,3022.8,2.5450871432179842,12521.67,12521.67,11,11,2,0,0,7425.61,5096.06,0.6862816657486726,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0115,53.34,53.34,1.0,1.0,0.0,0.0,0.0,0.0,53.34,0.0,691.59,691.59,2.0,2.0,1.0,0.0,0.0,0.0,691.59,0.0,8968.8744,6509.374400000001,9,7,5,0,1,5004.0244,3964.85,0.7923322676044505,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3260.2623000000003,1290.0823,3.0,3.0,0.0,0.0,1.0,2522.4123,737.85,0.29251760308970903,17603.2317,12812.7117,18,17,2,0,2,15290.7517,2312.48,0.1512338991156334,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4002.57,3300.59,3.0,3.0,2.0,0.0,1.0,2680.7700000000004,1321.8,0.4930672903680658,9906.29,7344.21,9,9,3,0,2,3610.82,6295.47,1.743501476118998,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2403.7108,712.9308000000001,3.0,3.0,1.0,0.0,1.0,1859.5008,544.21,0.29266456889935194,16124.593,14433.813,11,11,5,0,1,10586.183,5538.41,0.5231734611049138,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0119,4963.71,4963.71,2.0,2.0,1.0,0.0,0.0,4963.71,0.0,0.0,5997.7144,5997.7144,4.0,4.0,2.0,0.0,0.0,5415.4744,582.24,0.10751412655556086,19848.3328,18626.6528,13,13,5,0,1,14193.4528,5654.88,0.3984146831417934,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
C0120,1696.6,-1696.6,1.0,1.0,0.0,0.0,1.0,1696.6,0.0,0.0,3847.8455999999996,454.64559999999983,4.0,4.0,0.0,0.0,1.0,2941.39,906.4556,0.3081725306742731,13989.9574,10596.7574,13,13,5,0,1,10768.8918,3221.0656,0.2991083632208098,2026-03-31T23:59:59+00:00,AML-FEATURES-2.1,1.0
